agency_cd,site_no,datetime,discharge_max,discharge_max_approval,discharge_min,discharge_min_approval,discharge_mean,discharge_mean_approval,gage_height_max,gage_height_max_approval,gage_height_min,gage_height_min-approval,gage_height_mean,gage_height_mean_approval
USGS,2085000,2004-10-01,29.4,A,23.0,A,26.8,A,1.77,A,1.67,A,1.73,A
USGS,2085000,2004-10-02,111.0,A,23.0,A,36.3,A,2.58,A,1.67,A,1.83,A
USGS,2085000,2004-10-03,111.0,A,38.0,A,62.5,A,2.58,A,1.89,A,2.14,A
USGS,2085000,2004-10-04,38.0,A,32.6,A,34.5,A,1.89,A,1.82,A,1.85,A
USGS,2085000,2004-10-05,34.8,A,26.2,A,31.3,A,1.85,A,1.72,A,1.8,A
USGS,2085000,2004-10-06,28.1,A,19.5,A,24.5,A,1.75,A,1.61,A,1.69,A
USGS,2085000,2004-10-07,21.2,A,16.0,A,19.2,A,1.64,A,1.54,A,1.6,A
USGS,2085000,2004-10-08,17.0,A,14.1,A,15.6,A,1.56,A,1.5,A,1.53,A
USGS,2085000,2004-10-09,16.0,A,12.8,A,14.1,A,1.54,A,1.47,A,1.5,A
USGS,2085000,2004-10-10,16.0,A,11.6,A,13.8,A,1.54,A,1.44,A,1.49,A
USGS,2085000,2004-10-11,13.3,A,10.8,A,12.0,A,1.48,A,1.41,A,1.45,A
USGS,2085000,2004-10-12,14.1,A,10.2,A,11.6,A,1.5,A,1.39,A,1.43,A
USGS,2085000,2004-10-13,97.3,A,10.2,A,37.0,A,2.46,A,1.39,A,1.81,A
USGS,2085000,2004-10-14,83.6,A,40.5,A,61.3,A,2.34,A,1.92,A,2.13,A
USGS,2085000,2004-10-15,40.5,A,27.5,A,33.8,A,1.92,A,1.74,A,1.83,A
USGS,2085000,2004-10-16,28.7,A,17.0,A,23.5,A,1.76,A,1.56,A,1.67,A
USGS,2085000,2004-10-17,19.5,A,13.3,A,16.6,A,1.61,A,1.48,A,1.55,A
USGS,2085000,2004-10-18,15.5,A,12.8,A,14.3,A,1.53,A,1.47,A,1.5,A
USGS,2085000,2004-10-19,15.5,A,12.4,A,13.3,A,1.53,A,1.46,A,1.48,A
USGS,2085000,2004-10-20,32.6,A,14.6,A,26.9,A,1.82,A,1.51,A,1.73,A
USGS,2085000,2004-10-21,32.6,A,24.9,A,29.2,A,1.82,A,1.7,A,1.77,A
USGS,2085000,2004-10-22,27.5,A,20.1,A,23.7,A,1.74,A,1.62,A,1.68,A
USGS,2085000,2004-10-23,23.6,A,16.5,A,20.6,A,1.68,A,1.55,A,1.63,A
USGS,2085000,2004-10-24,20.6,A,16.5,A,18.5,A,1.63,A,1.55,A,1.59,A
USGS,2085000,2004-10-25,21.8,A,16.5,A,18.8,A,1.65,A,1.55,A,1.6,A
USGS,2085000,2004-10-26,20.6,A,13.7,A,17.4,A,1.63,A,1.49,A,1.57,A
USGS,2085000,2004-10-27,18.0,A,13.3,A,15.1,A,1.58,A,1.48,A,1.52,A
USGS,2085000,2004-10-28,15.5,A,12.8,A,14.1,A,1.53,A,1.47,A,1.5,A
USGS,2085000,2004-10-29,16.5,A,12.4,A,14.3,A,1.55,A,1.46,A,1.5,A
USGS,2085000,2004-10-30,17.0,A,11.6,A,14.4,A,1.56,A,1.44,A,1.5,A
USGS,2085000,2004-10-31,18.0,A,13.3,A,14.9,A,1.58,A,1.48,A,1.52,A
USGS,2085000,2004-11-01,16.0,A,11.6,A,13.8,A,1.54,A,1.44,A,1.49,A
USGS,2085000,2004-11-02,16.0,A,10.8,A,13.1,A,1.54,A,1.41,A,1.47,A
USGS,2085000,2004-11-03,18.0,A,10.2,A,13.6,A,1.58,A,1.39,A,1.48,A
USGS,2085000,2004-11-04,67.2,A,12.0,A,40.0,A,2.19,A,1.45,A,1.87,A
USGS,2085000,2004-11-05,68.3,A,44.0,A,55.7,A,2.2,A,1.96,A,2.08,A
USGS,2085000,2004-11-06,44.0,A,26.8,A,34.0,A,1.96,A,1.73,A,1.83,A
USGS,2085000,2004-11-07,29.4,A,19.5,A,24.1,A,1.77,A,1.61,A,1.69,A
USGS,2085000,2004-11-08,24.2,A,15.5,A,20.4,A,1.69,A,1.53,A,1.62,A
USGS,2085000,2004-11-09,20.6,A,12.4,A,16.7,A,1.63,A,1.46,A,1.55,A
USGS,2085000,2004-11-10,16.5,A,11.0,A,13.5,A,1.55,A,1.42,A,1.48,A
USGS,2085000,2004-11-11,15.1,A,10.5,A,12.8,A,1.52,A,1.4,A,1.47,A
USGS,2085000,2004-11-12,586.0,A,10.8,A,84.6,A,5.37,A,1.41,A,2.07,A
USGS,2085000,2004-11-13,601.0,A,189.0,A,356.0,A,5.45,A,3.14,A,4.09,A
USGS,2085000,2004-11-14,189.0,A,89.2,A,130.0,A,3.14,A,2.42,A,2.74,A
USGS,2085000,2004-11-15,89.2,A,52.5,A,69.1,A,2.42,A,2.1,A,2.24,A
USGS,2085000,2004-11-16,52.5,A,35.6,A,44.2,A,2.1,A,1.92,A,2.01,A
USGS,2085000,2004-11-17,35.6,A,28.7,A,33.0,A,1.93,A,1.84,A,1.89,A
USGS,2085000,2004-11-18,32.0,A,24.2,A,27.8,A,1.89,A,1.78,A,1.83,A
USGS,2085000,2004-11-19,28.1,A,20.6,A,24.1,A,1.85,A,1.74,A,1.79,A
USGS,2085000,2004-11-20,24.9,A,17.5,A,21.0,A,1.81,A,1.7,A,1.75,A
USGS,2085000,2004-11-21,26.8,A,17.5,A,21.2,A,1.86,A,1.7,A,1.77,A
USGS,2085000,2004-11-22,18.5,A,12.8,A,16.3,A,1.74,A,1.63,A,1.7,A
USGS,2085000,2004-11-23,137.0,A,12.8,A,40.7,A,2.92,A,1.63,A,2.01,A
USGS,2085000,2004-11-24,144.0,A,106.0,A,118.0,A,2.97,A,2.69,A,2.79,A
USGS,2085000,2004-11-25,117.0,A,90.3,A,109.0,A,2.78,A,2.56,A,2.71,A
USGS,2085000,2004-11-26,90.3,A,51.5,A,71.0,A,2.56,A,2.2,A,2.38,A
USGS,2085000,2004-11-27,76.1,A,37.1,A,45.0,A,2.43,A,2.04,A,2.13,A
USGS,2085000,2004-11-28,253.0,A,76.1,A,164.0,A,3.6,A,2.43,A,3.07,A
USGS,2085000,2004-11-29,134.0,A,78.2,A,102.0,A,2.9,A,2.45,A,2.65,A
USGS,2085000,2004-11-30,78.2,A,50.5,A,64.5,A,2.45,A,2.19,A,2.32,A
USGS,2085000,2004-12-01,54.4,A,45.8,A,49.4,A,2.23,A,2.14,A,2.18,A
USGS,2085000,2004-12-02,49.5,A,38.8,A,44.3,A,2.18,A,2.06,A,2.12,A
USGS,2085000,2004-12-03,45.8,A,32.6,A,37.8,A,2.14,A,1.98,A,2.05,A
USGS,2085000,2004-12-04,34.0,A,25.5,A,28.9,A,2.0,A,1.87,A,1.92,A
USGS,2085000,2004-12-05,28.1,A,22.4,A,25.1,A,1.91,A,1.82,A,1.86,A
USGS,2085000,2004-12-06,25.5,A,20.6,A,23.1,A,1.87,A,1.79,A,1.83,A
USGS,2085000,2004-12-07,30.0,A,24.9,A,26.6,A,1.94,A,1.86,A,1.89,A
USGS,2085000,2004-12-08,28.7,A,23.0,A,26.1,A,1.92,A,1.83,A,1.88,A
USGS,2085000,2004-12-09,26.2,A,22.4,A,24.3,A,1.88,A,1.82,A,1.85,A
USGS,2085000,2004-12-10,1370.0,A,25.5,A,830.0,A,9.84,A,1.87,A,6.78,A
USGS,2085000,2004-12-11,696.0,A,233.0,A,398.0,A,5.98,A,3.49,A,4.37,A
USGS,2085000,2004-12-12,233.0,A,113.0,A,162.0,A,3.49,A,2.75,A,3.08,A
USGS,2085000,2004-12-13,113.0,A,73.0,A,92.5,A,2.75,A,2.4,A,2.58,A
USGS,2085000,2004-12-14,73.0,A,50.5,A,61.3,A,2.4,A,2.19,A,2.29,A
USGS,2085000,2004-12-15,50.5,A,40.5,A,44.7,A,2.19,A,2.08,A,2.13,A
USGS,2085000,2004-12-16,42.2,A,34.0,A,37.0,A,2.1,A,2.0,A,2.04,A
USGS,2085000,2004-12-17,37.1,A,32.6,A,34.4,A,2.04,A,1.98,A,2.0,A
USGS,2085000,2004-12-18,34.8,A,29.4,A,32.2,A,2.01,A,1.93,A,1.97,A
USGS,2085000,2004-12-19,32.6,A,28.7,A,30.8,A,1.98,A,1.92,A,1.95,A
USGS,2085000,2004-12-20,32.0,A,23.0,A,28.6,A,1.97,A,1.83,A,1.92,A
USGS,2085000,2004-12-21,24.9,A,20.6,A,22.9,A,1.86,A,1.79,A,1.83,A
USGS,2085000,2004-12-22,26.2,A,22.4,A,23.7,A,1.88,A,1.82,A,1.84,A
USGS,2085000,2004-12-23,56.5,A,23.0,A,35.2,A,2.25,A,1.83,A,2.0,A
USGS,2085000,2004-12-24,68.3,A,44.0,A,56.7,A,2.36,A,2.12,A,2.25,A
USGS,2085000,2004-12-25,44.0,A,33.3,A,39.9,A,2.12,A,1.99,A,2.07,A
USGS,2085000,2004-12-26,34.8,A,30.0,A,32.9,A,2.01,A,1.94,A,1.98,A
USGS,2085000,2004-12-27,30.0,A,23.0,A,26.5,A,1.94,A,1.83,A,1.89,A
USGS,2085000,2004-12-28,24.9,A,19.5,A,22.5,A,1.86,A,1.77,A,1.82,A
USGS,2085000,2004-12-29,24.9,A,19.5,A,21.7,A,1.86,A,1.77,A,1.81,A
USGS,2085000,2004-12-30,25.5,A,20.6,A,22.6,A,1.87,A,1.79,A,1.82,A
USGS,2085000,2004-12-31,24.2,A,20.1,A,21.7,A,1.85,A,1.78,A,1.81,A
USGS,2085000,2005-01-01,24.2,A,19.0,A,21.7,A,1.85,A,1.76,A,1.81,A
USGS,2085000,2005-01-02,22.4,A,18.0,A,20.2,A,1.82,A,1.74,A,1.78,A
USGS,2085000,2005-01-03,21.2,A,18.0,A,19.8,A,1.8,A,1.74,A,1.77,A
USGS,2085000,2005-01-04,22.4,A,18.0,A,20.2,A,1.82,A,1.74,A,1.78,A
USGS,2085000,2005-01-05,23.6,A,19.0,A,21.2,A,1.84,A,1.76,A,1.8,A
USGS,2085000,2005-01-06,23.6,A,20.1,A,22.0,A,1.84,A,1.78,A,1.81,A
USGS,2085000,2005-01-07,23.6,A,19.0,A,21.2,A,1.84,A,1.76,A,1.8,A
USGS,2085000,2005-01-08,21.8,A,19.0,A,20.3,A,1.81,A,1.76,A,1.78,A
USGS,2085000,2005-01-09,22.4,A,17.5,A,20.0,A,1.82,A,1.73,A,1.78,A
USGS,2085000,2005-01-10,19.0,A,16.0,A,17.1,A,1.76,A,1.7,A,1.72,A
USGS,2085000,2005-01-11,19.5,A,14.6,A,17.1,A,1.77,A,1.67,A,1.72,A
USGS,2085000,2005-01-12,19.5,A,14.1,A,16.1,A,1.77,A,1.66,A,1.7,A
USGS,2085000,2005-01-13,32.6,A,16.5,A,21.3,A,1.98,A,1.71,A,1.8,A
USGS,2085000,2005-01-14,2540.0,A,32.6,A,1160.0,A,13.85,A,1.98,A,8.15,A
USGS,2085000,2005-01-15,719.0,A,203.0,A,391.0,A,6.12,A,3.3,A,4.32,A
USGS,2085000,2005-01-16,203.0,A,119.0,A,154.0,A,3.3,A,2.74,A,2.99,A
USGS,2085000,2005-01-17,119.0,A,82.5,A,101.0,A,2.74,A,2.44,A,2.6,A
USGS,2085000,2005-01-18,82.5,A,59.6,A,72.0,A,2.44,A,2.23,A,2.34,A
USGS,2085000,2005-01-19,60.6,A,51.5,A,56.4,A,2.24,A,2.15,A,2.2,A
USGS,2085000,2005-01-20,52.5,A,48.6,A,50.5,A,2.16,A,2.12,A,2.14,A
USGS,2085000,2005-01-21,63.9,A,52.5,A,57.8,A,2.27,A,2.16,A,2.21,A
USGS,2085000,2005-01-22,58.5,A,49.5,A,52.7,A,2.22,A,2.13,A,2.16,A
USGS,2085000,2005-01-23,56.5,A,44.0,A,50.7,A,2.2,A,2.07,A,2.14,A
USGS,2085000,2005-01-24,44.9,A,32.6,A,37.0,A,2.08,A,1.93,A,1.99,A
USGS,2085000,2005-01-25,39.6,A,34.0,A,36.8,A,2.02,A,1.95,A,1.99,A
USGS,2085000,2005-01-26,43.1,A,38.0,A,40.7,A,2.06,A,2.0,A,2.03,A
USGS,2085000,2005-01-27,43.1,A,34.8,A,38.7,A,2.06,A,1.96,A,2.01,A
USGS,2085000,2005-01-28,34.8,A,27.5,A,31.3,A,1.96,A,1.85,A,1.91,A
USGS,2085000,2005-01-29,30.0,A,26.8,A,28.4,A,1.89,A,1.84,A,1.86,A
USGS,2085000,2005-01-30,135.0,A,30.0,A,77.6,A,2.87,A,1.89,A,2.38,A
USGS,2085000,2005-01-31,143.0,A,89.2,A,115.0,A,2.92,A,2.5,A,2.71,A
USGS,2085000,2005-02-01,89.2,A,65.0,A,76.7,A,2.5,A,2.28,A,2.39,A
USGS,2085000,2005-02-02,66.1,A,49.5,A,56.5,A,2.29,A,2.13,A,2.2,A
USGS,2085000,2005-02-03,187.0,A,50.5,A,77.8,A,3.2,A,2.14,A,2.38,A
USGS,2085000,2005-02-04,191.0,A,112.0,A,142.0,A,3.22,A,2.69,A,2.91,A
USGS,2085000,2005-02-05,112.0,A,77.1,A,92.5,A,2.69,A,2.39,A,2.53,A
USGS,2085000,2005-02-06,77.1,A,57.5,A,67.5,A,2.39,A,2.21,A,2.3,A
USGS,2085000,2005-02-07,57.5,A,48.6,A,52.7,A,2.21,A,2.12,A,2.16,A
USGS,2085000,2005-02-08,51.5,A,43.1,A,47.4,A,2.15,A,2.06,A,2.11,A
USGS,2085000,2005-02-09,44.9,A,41.3,A,42.9,A,2.08,A,2.04,A,2.06,A
USGS,2085000,2005-02-10,52.5,A,42.2,A,48.4,A,2.16,A,2.05,A,2.12,A
USGS,2085000,2005-02-11,48.6,A,36.3,A,41.8,A,2.12,A,1.98,A,2.04,A
USGS,2085000,2005-02-12,39.6,A,32.6,A,35.9,A,2.02,A,1.93,A,1.97,A
USGS,2085000,2005-02-13,37.1,A,30.7,A,33.7,A,1.99,A,1.9,A,1.94,A
USGS,2085000,2005-02-14,46.7,A,31.3,A,39.4,A,2.1,A,1.91,A,2.02,A
USGS,2085000,2005-02-15,65.0,A,46.7,A,57.5,A,2.28,A,2.1,A,2.21,A
USGS,2085000,2005-02-16,54.4,A,44.9,A,49.2,A,2.18,A,2.08,A,2.13,A
USGS,2085000,2005-02-17,48.6,A,35.6,A,41.5,A,2.12,A,1.97,A,2.04,A
USGS,2085000,2005-02-18,38.0,A,29.4,A,32.7,A,2.0,A,1.88,A,1.93,A
USGS,2085000,2005-02-19,30.0,A,25.5,A,28.3,A,1.89,A,1.82,A,1.86,A
USGS,2085000,2005-02-20,30.7,A,25.5,A,28.0,A,1.9,A,1.82,A,1.86,A
USGS,2085000,2005-02-21,31.3,A,27.5,A,29.9,A,1.91,A,1.85,A,1.89,A
USGS,2085000,2005-02-22,33.3,A,29.4,A,31.9,A,1.94,A,1.88,A,1.92,A
USGS,2085000,2005-02-23,32.0,A,25.5,A,28.9,A,1.92,A,1.82,A,1.87,A
USGS,2085000,2005-02-24,116.0,A,26.8,A,57.8,A,2.72,A,1.84,A,2.18,A
USGS,2085000,2005-02-25,115.0,A,67.2,A,84.5,A,2.71,A,2.3,A,2.45,A
USGS,2085000,2005-02-26,67.2,A,45.8,A,55.2,A,2.3,A,2.09,A,2.19,A
USGS,2085000,2005-02-27,48.6,A,38.8,A,42.8,A,2.12,A,2.01,A,2.06,A
USGS,2085000,2005-02-28,392.0,A,44.0,A,242.0,A,4.34,A,2.07,A,3.44,A
USGS,2085000,2005-03-01,310.0,A,137.0,A,202.0,A,3.89,A,2.88,A,3.28,A
USGS,2085000,2005-03-02,137.0,A,88.0,A,109.0,A,2.88,A,2.49,A,2.66,A
USGS,2085000,2005-03-03,88.0,A,63.9,A,75.8,A,2.49,A,2.27,A,2.38,A
USGS,2085000,2005-03-04,63.9,A,51.5,A,57.6,A,2.27,A,2.15,A,2.21,A
USGS,2085000,2005-03-05,54.4,A,48.6,A,51.4,A,2.18,A,2.12,A,2.15,A
USGS,2085000,2005-03-06,51.5,A,44.0,A,48.0,A,2.15,A,2.07,A,2.11,A
USGS,2085000,2005-03-07,44.9,A,38.8,A,41.5,A,2.08,A,2.01,A,2.04,A
USGS,2085000,2005-03-08,316.0,A,38.8,A,147.0,A,3.92,A,2.01,A,2.84,A
USGS,2085000,2005-03-09,184.0,A,90.3,A,120.0,A,3.18,A,2.51,A,2.74,A
USGS,2085000,2005-03-10,90.3,A,67.2,A,79.1,A,2.51,A,2.3,A,2.41,A
USGS,2085000,2005-03-11,71.8,A,57.5,A,64.1,A,2.34,A,2.21,A,2.27,A
USGS,2085000,2005-03-12,86.9,A,66.1,A,76.2,A,2.48,A,2.29,A,2.38,A
USGS,2085000,2005-03-13,66.1,A,49.5,A,55.7,A,2.29,A,2.13,A,2.19,A
USGS,2085000,2005-03-14,56.5,A,50.5,A,53.9,A,2.2,A,2.14,A,2.17,A
USGS,2085000,2005-03-15,50.5,A,41.3,A,46.3,A,2.14,A,2.04,A,2.09,A
USGS,2085000,2005-03-16,194.0,A,40.5,A,67.6,A,3.24,A,2.03,A,2.28,A
USGS,2085000,2005-03-17,348.0,A,194.0,A,305.0,A,4.1,A,3.24,A,3.86,A
USGS,2085000,2005-03-18,308.0,A,152.0,A,216.0,A,3.88,A,2.98,A,3.36,A
USGS,2085000,2005-03-19,152.0,A,101.0,A,123.0,A,2.98,A,2.6,A,2.78,A
USGS,2085000,2005-03-20,101.0,A,78.2,A,91.0,A,2.6,A,2.4,A,2.51,A
USGS,2085000,2005-03-21,78.2,A,62.8,A,72.2,A,2.4,A,2.26,A,2.34,A
USGS,2085000,2005-03-22,62.8,A,54.4,A,58.7,A,2.26,A,2.18,A,2.22,A
USGS,2085000,2005-03-23,149.0,A,55.4,A,95.4,A,2.96,A,2.19,A,2.54,A
USGS,2085000,2005-03-24,164.0,A,111.0,A,139.0,A,3.06,A,2.68,A,2.89,A
USGS,2085000,2005-03-25,111.0,A,81.4,A,95.7,A,2.68,A,2.43,A,2.55,A
USGS,2085000,2005-03-26,82.5,A,69.5,A,76.6,A,2.44,A,2.32,A,2.38,A
USGS,2085000,2005-03-27,71.8,A,60.6,A,66.5,A,2.34,A,2.24,A,2.29,A
USGS,2085000,2005-03-28,824.0,A,66.1,A,412.0,A,6.78,A,2.29,A,4.38,A
USGS,2085000,2005-03-29,502.0,A,209.0,A,341.0,A,4.91,A,3.28,A,4.03,A
USGS,2085000,2005-03-30,209.0,A,131.0,A,162.0,A,3.28,A,2.78,A,2.99,A
USGS,2085000,2005-03-31,131.0,A,103.0,A,116.0,A,2.78,A,2.56,A,2.66,A
USGS,2085000,2005-04-01,103.0,A,91.4,A,97.2,A,2.56,A,2.46,A,2.51,A
USGS,2085000,2005-04-02,140.0,A,91.4,A,114.0,A,2.85,A,2.46,A,2.65,A
USGS,2085000,2005-04-03,138.0,A,94.9,A,117.0,A,2.83,A,2.49,A,2.67,A
USGS,2085000,2005-04-04,94.9,A,75.1,A,83.5,A,2.49,A,2.31,A,2.39,A
USGS,2085000,2005-04-05,75.1,A,62.8,A,69.2,A,2.31,A,2.2,A,2.26,A
USGS,2085000,2005-04-06,65.0,A,53.4,A,60.3,A,2.22,A,2.11,A,2.18,A
USGS,2085000,2005-04-07,58.5,A,52.5,A,54.9,A,2.16,A,2.1,A,2.12,A
USGS,2085000,2005-04-08,410.0,A,58.5,A,107.0,A,4.41,A,2.16,A,2.52,A
USGS,2085000,2005-04-09,418.0,A,124.0,A,210.0,A,4.46,A,2.73,A,3.27,A
USGS,2085000,2005-04-10,124.0,A,83.6,A,100.0,A,2.73,A,2.39,A,2.53,A
USGS,2085000,2005-04-11,83.6,A,66.1,A,74.9,A,2.39,A,2.23,A,2.31,A
USGS,2085000,2005-04-12,67.2,A,56.5,A,62.9,A,2.24,A,2.14,A,2.2,A
USGS,2085000,2005-04-13,77.1,A,67.2,A,71.4,A,2.33,A,2.24,A,2.28,A
USGS,2085000,2005-04-14,76.1,A,60.6,A,66.9,A,2.32,A,2.18,A,2.24,A
USGS,2085000,2005-04-15,63.9,A,48.6,A,53.5,A,2.21,A,2.06,A,2.11,A
USGS,2085000,2005-04-16,49.5,A,39.6,A,43.9,A,2.07,A,1.96,A,2.01,A
USGS,2085000,2005-04-17,40.5,A,34.8,A,37.1,A,1.97,A,1.9,A,1.93,A
USGS,2085000,2005-04-18,37.1,A,34.8,A,35.4,A,1.93,A,1.9,A,1.91,A
USGS,2085000,2005-04-19,38.0,A,33.3,A,35.7,A,1.94,A,1.88,A,1.91,A
USGS,2085000,2005-04-20,38.0,A,30.7,A,34.5,A,1.94,A,1.84,A,1.89,A
USGS,2085000,2005-04-21,33.3,A,28.7,A,31.3,A,1.88,A,1.81,A,1.85,A
USGS,2085000,2005-04-22,32.0,A,26.8,A,29.7,A,1.86,A,1.78,A,1.83,A
USGS,2085000,2005-04-23,33.3,A,28.7,A,31.4,A,1.88,A,1.81,A,1.85,A
USGS,2085000,2005-04-24,34.0,A,26.8,A,30.4,A,1.89,A,1.78,A,1.84,A
USGS,2085000,2005-04-25,28.1,A,21.8,A,25.5,A,1.8,A,1.7,A,1.76,A
USGS,2085000,2005-04-26,26.2,A,20.1,A,22.8,A,1.77,A,1.67,A,1.72,A
USGS,2085000,2005-04-27,25.5,A,21.8,A,23.6,A,1.76,A,1.7,A,1.73,A
USGS,2085000,2005-04-28,25.5,A,20.1,A,22.4,A,1.76,A,1.67,A,1.71,A
USGS,2085000,2005-04-29,30.7,A,20.6,A,23.0,A,1.84,A,1.68,A,1.72,A
USGS,2085000,2005-04-30,32.0,A,26.2,A,29.1,A,1.86,A,1.77,A,1.82,A
USGS,2085000,2005-05-01,102.0,A,29.4,A,68.7,A,2.55,A,1.82,A,2.24,A
USGS,2085000,2005-05-02,73.0,A,42.2,A,51.9,A,2.29,A,1.99,A,2.09,A
USGS,2085000,2005-05-03,42.2,A,28.1,A,35.5,A,1.99,A,1.8,A,1.91,A
USGS,2085000,2005-05-04,28.7,A,22.4,A,25.4,A,1.81,A,1.71,A,1.76,A
USGS,2085000,2005-05-05,24.2,A,19.0,A,22.1,A,1.74,A,1.65,A,1.7,A
USGS,2085000,2005-05-06,32.6,A,20.1,A,27.7,A,1.87,A,1.67,A,1.79,A
USGS,2085000,2005-05-07,30.7,A,21.8,A,27.0,A,1.84,A,1.7,A,1.78,A
USGS,2085000,2005-05-08,27.5,A,20.1,A,23.2,A,1.79,A,1.67,A,1.72,A
USGS,2085000,2005-05-09,23.6,A,16.0,A,19.0,A,1.73,A,1.59,A,1.65,A
USGS,2085000,2005-05-10,18.5,A,14.1,A,15.7,A,1.64,A,1.55,A,1.58,A
USGS,2085000,2005-05-11,17.0,A,12.8,A,14.8,A,1.61,A,1.52,A,1.56,A
USGS,2085000,2005-05-12,27.5,A,12.4,A,15.2,A,1.79,A,1.51,A,1.57,A
USGS,2085000,2005-05-13,102.0,A,14.1,A,50.9,A,2.55,A,1.55,A,2.06,A
USGS,2085000,2005-05-14,24.9,A,15.5,A,21.2,A,1.75,A,1.58,A,1.69,A
USGS,2085000,2005-05-15,18.5,A,14.1,A,16.2,A,1.64,A,1.55,A,1.59,A
USGS,2085000,2005-05-16,19.5,A,13.7,A,16.7,A,1.66,A,1.54,A,1.6,A
USGS,2085000,2005-05-17,13.7,A,12.0,A,12.8,A,1.54,A,1.5,A,1.52,A
USGS,2085000,2005-05-18,12.4,A,9.94,A,10.8,A,1.51,A,1.43,A,1.46,A
USGS,2085000,2005-05-19,146.0,A,9.94,A,36.9,A,2.89,A,1.43,A,1.79,A
USGS,2085000,2005-05-20,152.0,A,51.5,A,86.7,A,2.93,A,2.09,A,2.41,A
USGS,2085000,2005-05-21,113.0,A,57.5,A,88.1,A,2.65,A,2.15,A,2.43,A
USGS,2085000,2005-05-22,57.5,A,26.2,A,36.7,A,2.15,A,1.77,A,1.91,A
USGS,2085000,2005-05-23,28.1,A,17.0,A,21.7,A,1.8,A,1.61,A,1.69,A
USGS,2085000,2005-05-24,17.0,A,14.1,A,16.0,A,1.61,A,1.55,A,1.59,A
USGS,2085000,2005-05-25,17.5,A,12.8,A,14.6,A,1.62,A,1.52,A,1.56,A
USGS,2085000,2005-05-26,15.5,A,10.5,A,12.9,A,1.58,A,1.45,A,1.52,A
USGS,2085000,2005-05-27,11.3,A,9.12,A,10.5,A,1.48,A,1.4,A,1.45,A
USGS,2085000,2005-05-28,11.3,A,8.33,A,9.92,A,1.48,A,1.37,A,1.43,A
USGS,2085000,2005-05-29,11.0,A,7.83,A,9.38,A,1.47,A,1.35,A,1.41,A
USGS,2085000,2005-05-30,9.94,A,7.58,A,8.71,A,1.43,A,1.34,A,1.38,A
USGS,2085000,2005-05-31,9.94,A,7.83,A,8.41,A,1.43,A,1.35,A,1.37,A
USGS,2085000,2005-06-01,9.39,A,7.58,A,8.05,A,1.41,A,1.34,A,1.36,A
USGS,2085000,2005-06-02,22.4,A,7.83,A,15.4,A,1.71,A,1.35,A,1.56,A
USGS,2085000,2005-06-03,92.6,A,21.8,A,35.3,A,2.47,A,1.7,A,1.88,A
USGS,2085000,2005-06-04,26.8,A,16.5,A,21.8,A,1.78,A,1.6,A,1.7,A
USGS,2085000,2005-06-05,18.0,A,12.4,A,15.3,A,1.63,A,1.51,A,1.57,A
USGS,2085000,2005-06-06,29.4,A,11.0,A,14.2,A,1.82,A,1.47,A,1.54,A
USGS,2085000,2005-06-07,70.6,A,10.2,A,19.7,A,2.27,A,1.44,A,1.62,A
USGS,2085000,2005-06-08,55.4,A,25.5,A,36.3,A,2.13,A,1.76,A,1.91,A
USGS,2085000,2005-06-09,32.0,A,18.0,A,23.9,A,1.86,A,1.63,A,1.73,A
USGS,2085000,2005-06-10,169.0,A,30.7,A,118.0,A,3.04,A,1.84,A,2.68,A
USGS,2085000,2005-06-11,91.4,A,28.1,A,52.9,A,2.49,A,1.89,A,2.15,A
USGS,2085000,2005-06-12,28.1,A,12.0,A,19.1,A,1.89,A,1.65,A,1.76,A
USGS,2085000,2005-06-13,12.0,A,7.1,A,9.69,A,1.65,A,1.53,A,1.6,A
USGS,2085000,2005-06-14,7.1,A,3.97,A,5.58,A,1.53,A,1.44,A,1.49,A
USGS,2085000,2005-06-15,14.6,A,2.38,A,6.5,A,1.87,A,1.38,A,1.55,A
USGS,2085000,2005-06-16,13.3,A,9.94,A,11.8,A,1.84,A,1.74,A,1.8,A
USGS,2085000,2005-06-17,13.7,A,6.18,A,8.89,A,1.85,A,1.59,A,1.7,A
USGS,2085000,2005-06-18,6.18,A,4.15,A,4.94,A,1.59,A,1.49,A,1.53,A
USGS,2085000,2005-06-19,5.32,A,4.72,A,5.03,A,1.55,A,1.52,A,1.54,A
USGS,2085000,2005-06-20,6.18,A,4.72,A,5.24,A,1.59,A,1.52,A,1.55,A
USGS,2085000,2005-06-21,4.92,A,3.29,A,4.0,A,1.53,A,1.44,A,1.48,A
USGS,2085000,2005-06-22,4.34,A,2.81,A,3.42,A,1.5,A,1.41,A,1.45,A
USGS,2085000,2005-06-23,4.15,A,2.97,A,3.57,A,1.49,A,1.42,A,1.46,A
USGS,2085000,2005-06-24,3.97,A,1.98,A,3.16,A,1.49,A,1.36,A,1.44,A
USGS,2085000,2005-06-25,3.79,A,2.11,A,2.74,A,1.48,A,1.37,A,1.41,A
USGS,2085000,2005-06-26,2.52,A,2.11,A,2.22,A,1.4,A,1.37,A,1.38,A
USGS,2085000,2005-06-27,88.0,A,0.9,A,12.5,A,2.73,A,1.26,A,1.57,A
USGS,2085000,2005-06-28,28.7,A,7.58,A,12.0,A,2.13,A,1.66,A,1.8,A
USGS,2085000,2005-06-29,9.94,A,6.4,A,7.16,A,1.76,A,1.62,A,1.65,A
