agency_cd,site_no,datetime,discharge_max,discharge_max_approval,discharge_min,discharge_min_approval,discharge_mean,discharge_mean_approval,gage_height_max,gage_height_max_approval,gage_height_min,gage_height_min-approval,gage_height_mean,gage_height_mean_approval
USGS,2085000,3/29/12,34.0,A,26.8,A,30.9,A,2.12,A,2.02,A,2.08,A
USGS,2085000,3/30/12,26.8,A,22.9,A,24.8,A,2.02,A,1.96,A,1.99,A
USGS,2085000,3/31/12,22.9,A,20.6,A,21.4,A,1.96,A,1.92,A,1.93,A
USGS,2085000,4/1/12,22.9,A,19.4,A,21.3,A,1.96,A,1.9,A,1.93,A
USGS,2085000,4/2/12,20.0,A,15.7,A,17.6,A,1.91,A,1.83,A,1.87,A
USGS,2085000,4/3/12,16.7,A,13.4,A,14.9,A,1.85,A,1.78,A,1.81,A
USGS,2085000,4/4/12,18.3,A,12.2,A,13.9,A,1.88,A,1.75,A,1.79,A
USGS,2085000,4/5/12,17.2,A,14.7,A,16.0,A,1.86,A,1.81,A,1.84,A
USGS,2085000,4/6/12,16.2,A,13.4,A,14.9,A,1.84,A,1.78,A,1.81,A
USGS,2085000,4/7/12,14.3,A,11.8,A,13.0,A,1.8,A,1.74,A,1.77,A
USGS,2085000,4/8/12,12.2,A,9.68,A,11.0,A,1.75,A,1.68,A,1.72,A
USGS,2085000,4/9/12,11.1,A,7.89,A,9.34,A,1.72,A,1.62,A,1.67,A
USGS,2085000,4/10/12,9.05,A,6.74,A,7.98,A,1.66,A,1.58,A,1.62,A
USGS,2085000,4/11/12,7.89,A,5.95,A,6.63,A,1.62,A,1.55,A,1.58,A
USGS,2085000,4/12/12,7.32,A,5.47,A,6.35,A,1.6,A,1.53,A,1.56,A
USGS,2085000,4/13/12,9.36,A,5.71,A,6.82,A,1.67,A,1.54,A,1.58,A
USGS,2085000,4/14/12,12.2,A,9.05,A,10.4,A,1.75,A,1.66,A,1.7,A
USGS,2085000,4/15/12,11.1,A,9.05,A,10.0,A,1.72,A,1.66,A,1.69,A
USGS,2085000,4/16/12,14.3,A,9.36,A,10.8,A,1.8,A,1.67,A,1.71,A
USGS,2085000,4/17/12,13.8,A,8.17,A,9.95,A,1.79,A,1.63,A,1.68,A
USGS,2085000,4/18/12,12.6,A,8.45,A,9.35,A,1.76,A,1.64,A,1.67,A
USGS,2085000,4/19/12,12.2,A,8.75,A,10.3,A,1.75,A,1.65,A,1.7,A
USGS,2085000,4/20/12,10.7,A,8.75,A,9.67,A,1.71,A,1.65,A,1.68,A
USGS,2085000,4/21/12,34.0,A,8.45,A,10.7,A,2.12,A,1.64,A,1.69,A
USGS,2085000,4/22/12,67.5,A,22.3,A,38.6,A,2.49,A,1.95,A,2.17,A
USGS,2085000,4/23/12,46.2,A,29.6,A,39.6,A,2.26,A,2.06,A,2.19,A
USGS,2085000,4/24/12,29.6,A,16.2,A,22.2,A,2.06,A,1.84,A,1.94,A
USGS,2085000,4/25/12,16.7,A,12.6,A,14.7,A,1.85,A,1.76,A,1.81,A
USGS,2085000,4/26/12,20.0,A,12.6,A,16.2,A,1.91,A,1.76,A,1.84,A
USGS,2085000,4/27/12,17.7,A,14.3,A,15.9,A,1.87,A,1.8,A,1.83,A
USGS,2085000,4/28/12,14.3,A,11.1,A,12.8,A,1.8,A,1.72,A,1.76,A
USGS,2085000,4/29/12,12.6,A,9.68,A,11.4,A,1.76,A,1.68,A,1.73,A
USGS,2085000,4/30/12,11.4,A,9.05,A,9.97,A,1.73,A,1.66,A,1.69,A
USGS,2085000,5/1/12,11.4,A,8.17,A,9.7,A,1.73,A,1.63,A,1.68,A
USGS,2085000,5/2/12,9.05,A,7.62,A,8.29,A,1.66,A,1.61,A,1.63,A
USGS,2085000,5/3/12,8.45,A,7.32,A,7.89,A,1.64,A,1.6,A,1.62,A
USGS,2085000,5/4/12,7.32,A,5.95,A,6.56,A,1.6,A,1.55,A,1.57,A
USGS,2085000,5/5/12,911.0,A,5.47,A,173.0,A,7.32,A,1.53,A,2.67,A
USGS,2085000,5/6/12,903.0,A,69.5,A,241.0,A,7.27,A,2.51,A,3.53,A
USGS,2085000,5/7/12,69.5,A,32.5,A,47.5,A,2.51,A,2.11,A,2.28,A
USGS,2085000,5/8/12,32.5,A,20.6,A,25.5,A,2.11,A,1.93,A,2.01,A
USGS,2085000,5/9/12,96.6,A,16.2,A,31.0,A,2.74,A,1.85,A,2.05,A
USGS,2085000,5/10/12,37.2,A,21.7,A,30.0,A,2.17,A,1.95,A,2.07,A
USGS,2085000,5/11/12,21.7,A,14.7,A,17.5,A,1.95,A,1.82,A,1.87,A
USGS,2085000,5/12/12,14.7,A,10.4,A,12.5,A,1.82,A,1.71,A,1.77,A
USGS,2085000,5/13/12,12.2,A,9.05,A,10.6,A,1.76,A,1.67,A,1.72,A
USGS,2085000,5/14/12,39.7,A,10.0,A,20.2,A,2.2,A,1.7,A,1.9,A
USGS,2085000,5/15/12,61.6,A,31.0,A,51.6,A,2.43,A,2.09,A,2.32,A
USGS,2085000,5/16/12,35.6,A,21.1,A,26.7,A,2.15,A,1.94,A,2.03,A
USGS,2085000,5/17/12,21.7,A,15.7,A,18.5,A,1.95,A,1.84,A,1.89,A
USGS,2085000,5/18/12,15.7,A,10.4,A,13.1,A,1.84,A,1.71,A,1.78,A
USGS,2085000,5/19/12,11.8,A,8.75,A,10.1,A,1.75,A,1.66,A,1.7,A
USGS,2085000,5/20/12,10.4,A,7.62,A,8.78,A,1.71,A,1.62,A,1.66,A
USGS,2085000,5/21/12,9.05,A,5.95,A,7.5,A,1.67,A,1.56,A,1.62,A
USGS,2085000,5/22/12,8.75,A,5.95,A,7.29,A,1.66,A,1.56,A,1.61,A
USGS,2085000,5/23/12,76.0,A,7.03,A,43.5,A,2.57,A,1.6,A,2.22,A
USGS,2085000,5/24/12,35.6,A,19.4,A,26.2,A,2.15,A,1.91,A,2.02,A
USGS,2085000,5/25/12,19.4,A,13.0,A,15.7,A,1.91,A,1.78,A,1.84,A
USGS,2085000,5/26/12,13.8,A,9.05,A,11.1,A,1.8,A,1.67,A,1.73,A
USGS,2085000,5/27/12,10.0,A,7.03,A,8.54,A,1.7,A,1.6,A,1.65,A
USGS,2085000,5/28/12,8.17,A,5.71,A,7.26,A,1.64,A,1.55,A,1.61,A
USGS,2085000,5/29/12,7.03,A,5.47,A,5.98,A,1.6,A,1.54,A,1.56,A
USGS,2085000,5/30/12,8.17,A,5.47,A,6.79,A,1.64,A,1.54,A,1.59,A
USGS,2085000,5/31/12,13.0,A,5.95,A,7.01,A,1.78,A,1.56,A,1.6,A
USGS,2085000,6/1/12,29.6,A,13.0,A,17.3,A,2.07,A,1.78,A,1.87,A
USGS,2085000,6/2/12,30.3,A,14.7,A,24.6,A,2.08,A,1.82,A,1.99,A
USGS,2085000,6/3/12,21.7,A,12.2,A,16.3,A,1.95,A,1.76,A,1.85,A
USGS,2085000,6/4/12,12.2,A,7.32,A,9.92,A,1.76,A,1.61,A,1.69,A
USGS,2085000,6/5/12,7.89,A,5.47,A,6.72,A,1.63,A,1.54,A,1.59,A
USGS,2085000,6/6/12,10.7,A,5.02,A,7.01,A,1.72,A,1.52,A,1.6,A
USGS,2085000,6/7/12,7.62,A,5.24,A,6.34,A,1.62,A,1.53,A,1.57,A
USGS,2085000,6/8/12,6.47,A,3.69,A,5.08,A,1.58,A,1.45,A,1.52,A
USGS,2085000,6/9/12,3.86,A,3.37,A,3.66,A,1.46,A,1.43,A,1.45,A
USGS,2085000,6/10/12,3.37,A,2.93,A,3.08,A,1.43,A,1.4,A,1.41,A
USGS,2085000,6/11/12,3.22,A,2.93,A,3.08,A,1.42,A,1.4,A,1.41,A
USGS,2085000,6/12/12,5.95,A,3.07,A,4.64,A,1.56,A,1.41,A,1.5,A
USGS,2085000,6/13/12,4.81,A,3.53,A,4.05,A,1.51,A,1.44,A,1.47,A
USGS,2085000,6/14/12,4.22,A,2.93,A,3.35,A,1.48,A,1.4,A,1.43,A
USGS,2085000,6/15/12,3.37,A,2.93,A,3.01,A,1.43,A,1.4,A,1.41,A
USGS,2085000,6/16/12,3.86,A,3.22,A,3.45,A,1.46,A,1.42,A,1.43,A
USGS,2085000,6/17/12,3.53,A,3.07,A,3.28,A,1.44,A,1.41,A,1.42,A
USGS,2085000,6/18/12,3.22,A,2.8,A,2.96,A,1.42,A,1.39,A,1.4,A
USGS,2085000,6/19/12,3.22,A,2.56,A,2.96,A,1.42,A,1.38,A,1.4,A
USGS,2085000,6/20/12,3.07,A,2.35,A,2.6,A,1.41,A,1.37,A,1.38,A
USGS,2085000,6/21/12,2.93,A,2.35,A,2.51,A,1.4,A,1.37,A,1.38,A
USGS,2085000,6/22/12,49.3,A,2.8,A,5.94,A,2.3,A,1.39,A,1.48,A
USGS,2085000,6/23/12,4.22,A,3.53,A,3.87,A,1.48,A,1.44,A,1.46,A
USGS,2085000,6/24/12,3.53,A,3.07,A,3.31,A,1.44,A,1.41,A,1.43,A
USGS,2085000,6/25/12,3.37,A,2.93,A,3.12,A,1.43,A,1.4,A,1.41,A
USGS,2085000,6/26/12,3.22,A,2.14,A,2.51,A,1.42,A,1.36,A,1.38,A
USGS,2085000,6/27/12,2.35,A,1.4,A,2.03,A,1.37,A,1.34,A,1.36,A
USGS,2085000,6/28/12,2.35,A,1.4,A,1.96,A,1.37,A,1.34,A,1.35,A
USGS,2085000,6/29/12,4.04,A,2.14,A,2.47,A,1.47,A,1.36,A,1.38,A
USGS,2085000,6/30/12,3.37,A,1.4,A,2.46,A,1.43,A,1.34,A,1.38,A
USGS,2085000,7/1/12,3.22,A,2.56,A,2.91,A,1.42,A,1.38,A,1.4,A
USGS,2085000,7/2/12,2.93,A,2.14,A,2.39,A,1.4,A,1.36,A,1.37,A
USGS,2085000,7/3/12,2.56,A,1.4,A,1.77,A,1.38,A,1.34,A,1.35,A
USGS,2085000,7/4/12,2.35,A,1.0,A,1.65,A,1.37,A,1.33,A,1.35,A
USGS,2085000,7/5/12,4.04,A,1.4,A,2.59,A,1.47,A,1.34,A,1.39,A
USGS,2085000,7/6/12,54.7,A,2.56,A,7.87,A,2.35,A,1.38,A,1.53,A
USGS,2085000,7/7/12,16.7,A,3.53,A,7.23,A,1.86,A,1.44,A,1.59,A
USGS,2085000,7/8/12,3.69,A,2.8,A,3.16,A,1.45,A,1.39,A,1.42,A
USGS,2085000,7/9/12,29.6,A,2.56,A,4.78,A,2.07,A,1.38,A,1.45,A
USGS,2085000,7/10/12,13.0,A,4.04,A,7.35,A,1.78,A,1.47,A,1.6,A
USGS,2085000,7/11/12,287.0,A,4.22,A,72.8,A,3.8,A,1.48,A,2.26,A
USGS,2085000,7/12/12,95.3,A,11.4,A,32.6,A,2.73,A,1.74,A,2.06,A
USGS,2085000,7/13/12,39.7,A,5.02,A,10.6,A,2.2,A,1.52,A,1.69,A
USGS,2085000,7/14/12,12.2,A,3.69,A,5.37,A,1.76,A,1.45,A,1.53,A
USGS,2085000,7/15/12,5.95,A,3.07,A,4.23,A,1.56,A,1.41,A,1.48,A
USGS,2085000,7/16/12,4.22,A,3.22,A,3.72,A,1.48,A,1.42,A,1.45,A
USGS,2085000,7/17/12,5.24,A,2.93,A,4.17,A,1.53,A,1.4,A,1.47,A
USGS,2085000,7/18/12,4.04,A,2.93,A,3.53,A,1.47,A,1.4,A,1.44,A
USGS,2085000,7/19/12,2.93,A,2.14,A,2.51,A,1.4,A,1.36,A,1.38,A
USGS,2085000,7/20/12,3.69,A,1.0,A,1.53,A,1.45,A,1.33,A,1.35,A
USGS,2085000,7/21/12,5.47,A,2.14,A,2.94,A,1.54,A,1.36,A,1.4,A
USGS,2085000,7/22/12,17.7,A,5.24,A,11.5,A,1.88,A,1.53,A,1.73,A
USGS,2085000,7/23/12,26.1,A,5.47,A,10.2,A,2.02,A,1.54,A,1.68,A
USGS,2085000,7/24/12,46.2,A,8.75,A,21.4,A,2.27,A,1.66,A,1.92,A
USGS,2085000,7/25/12,8.75,A,3.53,A,5.56,A,1.66,A,1.44,A,1.54,A
USGS,2085000,7/26/12,3.53,A,2.14,A,2.8,A,1.44,A,1.36,A,1.4,A
USGS,2085000,7/27/12,2.14,A,1.4,A,1.73,A,1.36,A,1.34,A,1.35,A
USGS,2085000,7/28/12,42.4,A,2.14,A,6.02,A,2.23,A,1.36,A,1.48,A
USGS,2085000,7/29/12,112.0,A,14.3,A,42.3,A,2.85,A,1.81,A,2.18,A
USGS,2085000,7/30/12,14.3,A,5.95,A,9.68,A,1.81,A,1.56,A,1.68,A
USGS,2085000,7/31/12,9.05,A,5.47,A,7.03,A,1.67,A,1.54,A,1.6,A
USGS,2085000,8/1/12,5.95,A,3.22,A,4.27,A,1.56,A,1.42,A,1.48,A
USGS,2085000,8/2/12,3.53,A,1.96,A,2.58,A,1.44,A,1.35,A,1.38,A
USGS,2085000,8/3/12,2.93,A,2.56,A,2.78,A,1.4,A,1.38,A,1.39,A
USGS,2085000,8/4/12,2.93,A,2.35,A,2.62,A,1.4,A,1.37,A,1.38,A
USGS,2085000,8/5/12,4.22,A,2.35,A,2.77,A,1.48,A,1.37,A,1.39,A
USGS,2085000,8/6/12,2.56,A,2.14,A,2.37,A,1.38,A,1.36,A,1.37,A
USGS,2085000,8/7/12,16.7,A,1.96,A,4.35,A,1.86,A,1.35,A,1.45,A
USGS,2085000,8/8/12,5.71,A,2.8,A,3.81,A,1.55,A,1.39,A,1.45,A
USGS,2085000,8/9/12,2.8,A,0.51,A,1.55,A,1.39,A,1.31,A,1.34,A
USGS,2085000,8/10/12,31.0,A,0.51,A,7.27,A,2.09,A,1.31,A,1.58,A
USGS,2085000,8/11/12,406.0,A,3.53,A,71.0,A,4.42,A,1.44,A,2.14,A
USGS,2085000,8/12/12,52.5,A,10.0,A,21.5,A,2.33,A,1.7,A,1.93,A
USGS,2085000,8/13/12,10.0,A,5.02,A,7.4,A,1.7,A,1.52,A,1.61,A
USGS,2085000,8/14/12,5.02,A,3.53,A,4.31,A,1.52,A,1.44,A,1.48,A
USGS,2085000,8/15/12,3.53,A,2.35,A,2.72,A,1.44,A,1.37,A,1.39,A
USGS,2085000,8/16/12,2.56,A,1.96,A,2.2,A,1.38,A,1.35,A,1.36,A
USGS,2085000,8/17/12,2.56,A,1.96,A,2.15,A,1.38,A,1.35,A,1.36,A
USGS,2085000,8/18/12,2.56,A,1.96,A,2.22,A,1.38,A,1.35,A,1.36,A
USGS,2085000,8/19/12,118.0,A,2.14,A,27.2,A,2.89,A,1.36,A,1.9,A
USGS,2085000,8/20/12,13.8,A,7.62,A,11.1,A,1.8,A,1.62,A,1.73,A
USGS,2085000,8/21/12,7.89,A,4.22,A,6.23,A,1.63,A,1.48,A,1.57,A
USGS,2085000,8/22/12,4.81,A,3.86,A,4.28,A,1.51,A,1.46,A,1.48,A
USGS,2085000,8/23/12,4.41,A,3.37,A,3.73,A,1.49,A,1.43,A,1.45,A
USGS,2085000,8/24/12,3.86,A,3.07,A,3.3,A,1.46,A,1.41,A,1.42,A
USGS,2085000,8/25/12,3.07,A,2.8,A,2.97,A,1.41,A,1.39,A,1.4,A
USGS,2085000,8/26/12,3.07,A,2.56,A,2.77,A,1.41,A,1.38,A,1.39,A
USGS,2085000,8/27/12,2.93,A,1.96,A,2.4,A,1.4,A,1.35,A,1.37,A
USGS,2085000,8/28/12,2.14,A,0.51,A,1.29,A,1.36,A,1.31,A,1.33,A
USGS,2085000,8/29/12,3.53,A,0.72,A,1.75,A,1.44,A,1.32,A,1.35,A
USGS,2085000,8/30/12,2.56,A,1.0,A,1.91,A,1.38,A,1.33,A,1.35,A
USGS,2085000,8/31/12,2.8,A,2.14,A,2.43,A,1.39,A,1.36,A,1.37,A
USGS,2085000,9/1/12,3.37,A,2.8,A,3.04,A,1.43,A,1.39,A,1.41,A
USGS,2085000,9/2/12,26.8,A,1.96,A,3.67,A,2.03,A,1.35,A,1.41,A
USGS,2085000,9/3/12,146.0,A,23.5,A,56.8,A,3.06,A,1.98,A,2.35,A
USGS,2085000,9/4/12,161.0,A,20.0,A,65.7,A,3.14,A,1.92,A,2.4,A
USGS,2085000,9/5/12,20.0,A,8.45,A,13.5,A,1.92,A,1.65,A,1.78,A
USGS,2085000,9/6/12,171.0,A,7.03,A,42.4,A,3.19,A,1.6,A,2.01,A
USGS,2085000,9/7/12,153.0,A,20.6,A,54.7,A,3.1,A,1.93,A,2.32,A
USGS,2085000,9/8/12,118.0,A,13.0,A,32.6,A,2.89,A,1.78,A,2.03,A
USGS,2085000,9/9/12,155.0,A,26.1,A,73.2,A,3.11,A,2.02,A,2.49,A
USGS,2085000,9/10/12,26.1,A,10.4,A,17.0,A,2.02,A,1.71,A,1.86,A
USGS,2085000,9/11/12,10.4,A,6.74,A,8.73,A,1.71,A,1.59,A,1.66,A
USGS,2085000,9/12/12,8.45,A,5.95,A,7.06,A,1.65,A,1.56,A,1.6,A
USGS,2085000,9/13/12,7.62,A,4.81,A,5.45,A,1.62,A,1.51,A,1.54,A
USGS,2085000,9/14/12,5.47,A,4.22,A,4.8,A,1.54,A,1.48,A,1.51,A
USGS,2085000,9/15/12,5.02,A,3.86,A,4.3,A,1.52,A,1.46,A,1.48,A
USGS,2085000,9/16/12,13.4,A,3.53,A,8.42,A,1.79,A,1.44,A,1.63,A
USGS,2085000,9/17/12,10.4,A,6.74,A,8.86,A,1.71,A,1.59,A,1.66,A
USGS,2085000,9/18/12,1620.0,A,5.95,A,476.0,A,10.96,A,1.56,A,4.54,A
USGS,2085000,9/19/12,847.0,A,70.6,A,217.0,A,6.92,A,2.52,A,3.4,A
USGS,2085000,9/20/12,70.6,A,27.5,A,44.7,A,2.52,A,2.05,A,2.25,A
USGS,2085000,9/21/12,27.5,A,15.7,A,20.9,A,2.05,A,1.85,A,1.94,A
USGS,2085000,9/22/12,16.2,A,9.68,A,12.7,A,1.86,A,1.7,A,1.78,A
USGS,2085000,9/23/12,10.7,A,5.95,A,8.63,A,1.73,A,1.57,A,1.67,A
USGS,2085000,9/24/12,6.21,A,4.61,A,5.6,A,1.58,A,1.51,A,1.56,A
USGS,2085000,9/25/12,6.74,A,3.86,A,5.0,A,1.6,A,1.47,A,1.53,A
USGS,2085000,9/26/12,6.47,A,5.24,A,5.92,A,1.59,A,1.54,A,1.57,A
USGS,2085000,9/27/12,6.47,A,5.24,A,5.82,A,1.59,A,1.54,A,1.56,A
USGS,2085000,9/28/12,5.47,A,4.41,A,4.73,A,1.55,A,1.5,A,1.52,A
USGS,2085000,9/29/12,78.2,A,4.22,A,35.7,A,2.59,A,1.49,A,2.08,A
USGS,2085000,9/30/12,34.8,A,15.2,A,24.1,A,2.15,A,1.84,A,1.99,A
USGS,2085000,10/1/12,15.5,A,9.64,A,12.2,A,1.84,A,1.7,A,1.77,A
USGS,2085000,10/2/12,21.5,A,8.67,A,12.7,A,1.95,A,1.67,A,1.77,A
USGS,2085000,10/3/12,11.1,A,7.23,A,8.86,A,1.74,A,1.62,A,1.67,A
USGS,2085000,10/4/12,8.36,A,6.71,A,7.23,A,1.66,A,1.6,A,1.62,A
USGS,2085000,10/5/12,6.71,A,5.77,A,5.96,A,1.6,A,1.56,A,1.57,A
USGS,2085000,10/6/12,6.47,A,4.94,A,5.74,A,1.59,A,1.52,A,1.56,A
USGS,2085000,10/7/12,92.6,A,4.56,A,45.1,A,2.7,A,1.5,A,2.18,A
USGS,2085000,10/8/12,53.6,A,25.2,A,33.1,A,2.33,A,2.01,A,2.11,A
USGS,2085000,10/9/12,33.1,A,18.2,A,25.1,A,2.12,A,1.89,A,2.0,A
USGS,2085000,10/10/12,18.2,A,12.7,A,15.1,A,1.89,A,1.78,A,1.83,A
USGS,2085000,10/11/12,12.7,A,8.36,A,9.96,A,1.78,A,1.66,A,1.71,A
USGS,2085000,10/12/12,8.36,A,6.23,A,7.42,A,1.66,A,1.59,A,1.63,A
USGS,2085000,10/13/12,6.71,A,5.55,A,6.11,A,1.61,A,1.56,A,1.58,A
USGS,2085000,10/14/12,5.99,A,4.75,A,5.39,A,1.58,A,1.52,A,1.55,A
USGS,2085000,10/15/12,13.1,A,4.21,A,6.37,A,1.79,A,1.49,A,1.58,A
USGS,2085000,10/16/12,7.78,A,5.99,A,6.78,A,1.65,A,1.58,A,1.61,A
USGS,2085000,10/17/12,6.23,A,5.14,A,5.74,A,1.59,A,1.54,A,1.57,A
USGS,2085000,10/18/12,5.14,A,4.56,A,4.76,A,1.54,A,1.51,A,1.52,A
USGS,2085000,10/19/12,19.3,A,5.14,A,12.0,A,1.91,A,1.54,A,1.75,A
USGS,2085000,10/20/12,11.1,A,6.71,A,8.76,A,1.74,A,1.61,A,1.68,A
USGS,2085000,10/21/12,7.5,A,5.55,A,6.54,A,1.64,A,1.56,A,1.6,A
USGS,2085000,10/22/12,5.55,A,4.21,A,4.54,A,1.56,A,1.5,A,1.52,A
USGS,2085000,10/23/12,4.21,A,3.43,A,3.7,A,1.5,A,1.45,A,1.47,A
USGS,2085000,10/24/12,4.38,A,3.43,A,3.62,A,1.51,A,1.45,A,1.46,A
USGS,2085000,10/25/12,10.7,A,3.27,A,4.33,A,1.73,A,1.44,A,1.49,A
USGS,2085000,10/26/12,3.88,A,2.4,A,3.11,A,1.48,A,1.39,A,1.43,A
USGS,2085000,10/27/12,3.73,A,3.08,A,3.47,A,1.47,A,1.43,A,1.45,A
USGS,2085000,10/28/12,3.43,A,2.89,A,3.14,A,1.45,A,1.42,A,1.43,A
USGS,2085000,10/29/12,5.34,A,3.27,A,3.88,A,1.56,A,1.44,A,1.48,A
USGS,2085000,10/30/12,5.55,A,4.56,A,4.98,A,1.57,A,1.52,A,1.54,A
USGS,2085000,10/31/12,4.94,A,3.88,A,4.33,A,1.54,A,1.48,A,1.51,A
USGS,2085000,11/1/12,4.75,A,3.88,A,4.13,A,1.53,A,1.48,A,1.5,A
USGS,2085000,11/2/12,4.04,A,3.27,A,3.57,A,1.5,A,1.45,A,1.47,A
USGS,2085000,11/3/12,4.75,A,3.73,A,4.1,A,1.53,A,1.48,A,1.5,A
USGS,2085000,11/4/12,4.21,A,3.43,A,3.61,A,1.51,A,1.46,A,1.47,A
USGS,2085000,11/5/12,3.58,A,3.08,A,3.38,A,1.47,A,1.44,A,1.46,A
USGS,2085000,11/6/12,3.58,A,2.89,A,3.17,A,1.47,A,1.43,A,1.45,A
USGS,2085000,11/7/12,3.88,A,3.27,A,3.44,A,1.49,A,1.45,A,1.46,A
USGS,2085000,11/8/12,3.88,A,3.27,A,3.67,A,1.49,A,1.45,A,1.48,A
USGS,2085000,11/9/12,4.21,A,3.43,A,3.78,A,1.51,A,1.46,A,1.48,A
USGS,2085000,11/10/12,4.04,A,3.43,A,3.64,A,1.5,A,1.46,A,1.47,A
USGS,2085000,11/11/12,3.88,A,3.27,A,3.49,A,1.49,A,1.45,A,1.46,A
USGS,2085000,11/12/12,3.88,A,3.43,A,3.57,A,1.49,A,1.46,A,1.47,A
USGS,2085000,11/13/12,4.21,A,3.27,A,3.7,A,1.51,A,1.45,A,1.48,A
USGS,2085000,11/14/12,4.21,A,3.43,A,3.8,A,1.51,A,1.47,A,1.49,A
USGS,2085000,11/15/12,4.94,A,2.89,A,3.6,A,1.55,A,1.44,A,1.48,A
USGS,2085000,11/16/12,5.77,A,4.04,A,4.54,A,1.59,A,1.51,A,1.53,A
USGS,2085000,11/17/12,5.77,A,4.56,A,5.08,A,1.59,A,1.53,A,1.56,A
USGS,2085000,11/18/12,4.94,A,4.21,A,4.51,A,1.55,A,1.52,A,1.53,A
USGS,2085000,11/19/12,4.21,A,3.58,A,3.84,A,1.52,A,1.48,A,1.5,A
USGS,2085000,11/20/12,4.75,A,3.73,A,4.1,A,1.54,A,1.49,A,1.51,A
USGS,2085000,11/21/12,4.38,A,3.58,A,3.96,A,1.53,A,1.48,A,1.5,A
USGS,2085000,11/22/12,4.04,A,3.58,A,3.74,A,1.51,A,1.48,A,1.49,A
USGS,2085000,11/23/12,4.75,A,3.88,A,4.18,A,1.55,A,1.5,A,1.52,A
USGS,2085000,11/24/12,4.21,A,3.73,A,3.93,A,1.52,A,1.49,A,1.5,A
USGS,2085000,11/25/12,4.56,A,3.73,A,3.99,A,1.54,A,1.49,A,1.51,A
USGS,2085000,11/26/12,3.88,A,3.43,A,3.7,A,1.5,A,1.47,A,1.49,A
USGS,2085000,11/27/12,3.73,A,3.08,A,3.38,A,1.49,A,1.46,A,1.48,A
USGS,2085000,11/28/12,3.58,A,3.08,A,3.23,A,1.49,A,1.46,A,1.47,A
USGS,2085000,11/29/12,3.43,A,3.27,A,3.38,A,1.48,A,1.47,A,1.48,A
USGS,2085000,11/30/12,3.43,A,3.08,A,3.25,A,1.48,A,1.46,A,1.47,A
USGS,2085000,12/1/12,4.04,A,3.08,A,3.48,A,1.52,A,1.46,A,1.48,A
USGS,2085000,12/2/12,4.04,A,3.27,A,3.51,A,1.52,A,1.47,A,1.49,A
USGS,2085000,12/3/12,3.58,A,3.08,A,3.36,A,1.49,A,1.46,A,1.48,A
USGS,2085000,12/4/12,3.43,A,2.72,A,2.9,A,1.48,A,1.44,A,1.45,A
USGS,2085000,12/5/12,6.71,A,2.89,A,4.74,A,1.63,A,1.45,A,1.54,A
USGS,2085000,12/6/12,5.77,A,3.73,A,4.14,A,1.59,A,1.5,A,1.52,A
USGS,2085000,12/7/12,17.6,A,3.58,A,7.08,A,1.88,A,1.49,A,1.61,A
USGS,2085000,12/8/12,27.9,A,14.5,A,20.0,A,2.05,A,1.82,A,1.92,A
USGS,2085000,12/9/12,15.0,A,9.64,A,12.5,A,1.83,A,1.71,A,1.78,A
USGS,2085000,12/10/12,10.7,A,7.78,A,9.26,A,1.74,A,1.66,A,1.7,A
USGS,2085000,12/11/12,8.07,A,6.47,A,7.54,A,1.67,A,1.62,A,1.65,A
USGS,2085000,12/12/12,7.5,A,5.77,A,6.49,A,1.65,A,1.59,A,1.62,A
USGS,2085000,12/13/12,8.36,A,6.23,A,7.14,A,1.68,A,1.61,A,1.64,A
USGS,2085000,12/14/12,8.07,A,6.23,A,7.13,A,1.67,A,1.61,A,1.64,A
USGS,2085000,12/15/12,6.97,A,5.77,A,6.31,A,1.64,A,1.59,A,1.61,A
USGS,2085000,12/16/12,7.78,A,5.77,A,6.58,A,1.66,A,1.59,A,1.62,A
USGS,2085000,12/17/12,15.0,A,6.71,A,12.0,A,1.83,A,1.63,A,1.76,A
USGS,2085000,12/18/12,16.0,A,11.5,A,14.1,A,1.85,A,1.76,A,1.81,A
USGS,2085000,12/19/12,11.5,A,8.36,A,9.8,A,1.76,A,1.68,A,1.72,A
USGS,2085000,12/20/12,30.0,A,6.97,A,10.9,A,2.08,A,1.64,A,1.73,A
USGS,2085000,12/21/12,39.2,A,21.5,A,29.6,A,2.19,A,1.95,A,2.07,A
USGS,2085000,12/22/12,26.5,A,13.6,A,18.2,A,2.03,A,1.8,A,1.89,A
USGS,2085000,12/23/12,14.0,A,10.3,A,12.2,A,1.81,A,1.73,A,1.77,A
USGS,2085000,12/24/12,10.7,A,8.67,A,9.72,A,1.74,A,1.69,A,1.71,A
USGS,2085000,12/25/12,9.99,A,8.07,A,8.86,A,1.72,A,1.67,A,1.69,A
USGS,2085000,12/26/12,393.0,A,8.36,A,156.0,A,4.15,A,1.68,A,2.79,A
USGS,2085000,12/27/12,193.0,A,51.5,A,91.7,A,3.29,A,2.31,A,2.66,A
USGS,2085000,12/28/12,51.5,A,29.3,A,37.5,A,2.31,A,2.07,A,2.17,A
USGS,2085000,12/29/12,41.0,A,27.2,A,35.6,A,2.21,A,2.04,A,2.15,A
USGS,2085000,12/30/12,39.2,A,23.3,A,30.9,A,2.19,A,1.98,A,2.09,A
