agency_cd,site_no,datetime,discharge_max,discharge_max_approval,discharge_min,discharge_min_approval,discharge_mean,discharge_mean_approval,gage_height_max,gage_height_max_approval,gage_height_min,gage_height_min-approval,gage_height_mean,gage_height_mean_approval
USGS,2085000,2/14/08,34.0,A,20.1,A,27.1,A,1.85,A,1.6,A,1.73,A
USGS,2085000,2/15/08,20.1,A,15.5,A,18.0,A,1.6,A,1.5,A,1.56,A
USGS,2085000,2/16/08,16.0,A,11.6,A,14.7,A,1.51,A,1.41,A,1.48,A
USGS,2085000,2/17/08,11.6,A,9.12,A,10.8,A,1.41,A,1.32,A,1.38,A
USGS,2085000,2/18/08,10.8,A,8.08,A,9.56,A,1.38,A,1.28,A,1.34,A
USGS,2085000,2/19/08,9.12,A,6.4,A,7.94,A,1.32,A,1.21,A,1.27,A
USGS,2085000,2/20/08,7.83,A,5.96,A,6.83,A,1.27,A,1.19,A,1.23,A
USGS,2085000,2/21/08,6.4,A,5.32,A,5.76,A,1.21,A,1.16,A,1.18,A
USGS,2085000,2/22/08,8.59,A,5.53,A,7.16,A,1.3,A,1.17,A,1.24,A
USGS,2085000,2/23/08,7.83,A,6.4,A,7.0,A,1.27,A,1.21,A,1.24,A
USGS,2085000,2/24/08,7.58,A,5.96,A,6.83,A,1.26,A,1.19,A,1.23,A
USGS,2085000,2/25/08,7.83,A,5.96,A,6.75,A,1.27,A,1.19,A,1.22,A
USGS,2085000,2/26/08,22.4,A,5.53,A,10.2,A,1.65,A,1.17,A,1.33,A
USGS,2085000,2/27/08,17.0,A,9.39,A,13.6,A,1.53,A,1.33,A,1.45,A
USGS,2085000,2/28/08,13.7,A,8.85,A,11.9,A,1.46,A,1.31,A,1.41,A
USGS,2085000,2/29/08,9.66,A,7.58,A,8.84,A,1.34,A,1.26,A,1.31,A
USGS,2085000,3/1/08,8.33,A,6.63,A,7.55,A,1.29,A,1.22,A,1.26,A
USGS,2085000,3/2/08,6.63,A,5.74,A,6.2,A,1.22,A,1.18,A,1.2,A
USGS,2085000,3/3/08,6.18,A,5.12,A,5.63,A,1.2,A,1.15,A,1.17,A
USGS,2085000,3/4/08,186.0,A,4.72,A,36.5,A,3.23,A,1.13,A,1.57,A
USGS,2085000,3/5/08,687.0,A,91.4,A,289.0,A,5.93,A,2.51,A,3.74,A
USGS,2085000,3/6/08,91.4,A,38.0,A,58.6,A,2.51,A,1.91,A,2.16,A
USGS,2085000,3/7/08,321.0,A,30.7,A,79.6,A,3.97,A,1.8,A,2.27,A
USGS,2085000,3/8/08,332.0,A,73.0,A,157.0,A,4.03,A,2.31,A,2.97,A
USGS,2085000,3/9/08,73.0,A,34.8,A,51.8,A,2.31,A,1.87,A,2.08,A
USGS,2085000,3/10/08,34.8,A,22.4,A,28.6,A,1.87,A,1.65,A,1.76,A
USGS,2085000,3/11/08,22.4,A,16.0,A,19.5,A,1.65,A,1.51,A,1.59,A
USGS,2085000,3/12/08,17.5,A,11.6,A,15.1,A,1.55,A,1.41,A,1.49,A
USGS,2085000,3/13/08,12.8,A,8.59,A,10.8,A,1.44,A,1.3,A,1.38,A
USGS,2085000,3/14/08,11.3,A,8.59,A,9.87,A,1.4,A,1.3,A,1.35,A
USGS,2085000,3/15/08,32.6,A,8.33,A,14.2,A,1.83,A,1.29,A,1.44,A
USGS,2085000,3/16/08,50.5,A,24.2,A,37.6,A,2.07,A,1.68,A,1.89,A
USGS,2085000,3/17/08,33.3,A,17.5,A,24.9,A,1.84,A,1.55,A,1.69,A
USGS,2085000,3/18/08,17.5,A,11.6,A,14.6,A,1.55,A,1.41,A,1.48,A
USGS,2085000,3/19/08,25.5,A,10.8,A,14.3,A,1.71,A,1.38,A,1.47,A
USGS,2085000,3/20/08,23.0,A,18.0,A,20.4,A,1.66,A,1.56,A,1.61,A
USGS,2085000,3/21/08,18.0,A,12.4,A,16.1,A,1.56,A,1.43,A,1.52,A
USGS,2085000,3/22/08,14.1,A,10.2,A,12.4,A,1.47,A,1.36,A,1.43,A
USGS,2085000,3/23/08,11.0,A,8.59,A,10.1,A,1.39,A,1.3,A,1.36,A
USGS,2085000,3/24/08,9.94,A,7.83,A,9.09,A,1.35,A,1.27,A,1.32,A
USGS,2085000,3/25/08,9.12,A,6.4,A,8.01,A,1.32,A,1.21,A,1.28,A
USGS,2085000,3/26/08,9.66,A,5.74,A,7.81,A,1.34,A,1.18,A,1.27,A
USGS,2085000,3/27/08,8.33,A,5.53,A,6.8,A,1.29,A,1.17,A,1.23,A
USGS,2085000,3/28/08,7.83,A,5.12,A,6.27,A,1.27,A,1.15,A,1.2,A
USGS,2085000,3/29/08,9.39,A,4.72,A,6.76,A,1.33,A,1.13,A,1.22,A
USGS,2085000,3/30/08,9.94,A,5.32,A,7.36,A,1.35,A,1.16,A,1.25,A
USGS,2085000,3/31/08,103.0,A,7.1,A,27.3,A,2.62,A,1.24,A,1.64,A
USGS,2085000,4/1/08,144.0,A,82.5,A,112.0,A,2.96,A,2.42,A,2.69,A
USGS,2085000,4/2/08,82.5,A,35.6,A,55.5,A,2.42,A,1.88,A,2.12,A
USGS,2085000,4/3/08,54.4,A,23.6,A,31.7,A,2.12,A,1.67,A,1.81,A
USGS,2085000,4/4/08,115.0,A,54.4,A,85.7,A,2.72,A,2.12,A,2.44,A
USGS,2085000,4/5/08,635.0,A,106.0,A,308.0,A,5.64,A,2.65,A,3.89,A
USGS,2085000,4/6/08,176.0,A,131.0,A,155.0,A,3.17,A,2.86,A,3.04,A
USGS,2085000,4/7/08,131.0,A,79.3,A,101.0,A,2.86,A,2.38,A,2.59,A
USGS,2085000,4/8/08,79.3,A,51.5,A,64.1,A,2.38,A,2.08,A,2.22,A
USGS,2085000,4/9/08,51.5,A,36.3,A,43.6,A,2.08,A,1.89,A,1.98,A
USGS,2085000,4/10/08,36.3,A,26.8,A,31.5,A,1.89,A,1.73,A,1.81,A
USGS,2085000,4/11/08,28.1,A,20.6,A,24.6,A,1.75,A,1.62,A,1.69,A
USGS,2085000,4/12/08,23.6,A,20.1,A,21.9,A,1.67,A,1.6,A,1.64,A
USGS,2085000,4/13/08,21.8,A,18.0,A,19.9,A,1.64,A,1.56,A,1.6,A
USGS,2085000,4/14/08,18.0,A,14.6,A,16.3,A,1.56,A,1.48,A,1.52,A
USGS,2085000,4/15/08,15.1,A,12.4,A,14.0,A,1.49,A,1.43,A,1.47,A
USGS,2085000,4/16/08,13.7,A,10.2,A,12.0,A,1.46,A,1.36,A,1.42,A
USGS,2085000,4/17/08,11.3,A,9.39,A,10.3,A,1.4,A,1.33,A,1.36,A
USGS,2085000,4/18/08,10.8,A,8.85,A,9.54,A,1.38,A,1.31,A,1.34,A
USGS,2085000,4/19/08,11.0,A,9.66,A,10.2,A,1.39,A,1.34,A,1.36,A
USGS,2085000,4/20/08,74.0,A,11.0,A,29.3,A,2.32,A,1.39,A,1.72,A
USGS,2085000,4/21/08,73.0,A,35.6,A,51.0,A,2.31,A,1.88,A,2.07,A
USGS,2085000,4/22/08,35.6,A,24.9,A,29.8,A,1.88,A,1.7,A,1.78,A
USGS,2085000,4/23/08,25.5,A,18.0,A,21.8,A,1.71,A,1.56,A,1.64,A
USGS,2085000,4/24/08,18.0,A,14.1,A,16.1,A,1.56,A,1.47,A,1.52,A
USGS,2085000,4/25/08,14.1,A,11.0,A,13.0,A,1.47,A,1.39,A,1.44,A
USGS,2085000,4/26/08,11.3,A,9.94,A,10.8,A,1.4,A,1.35,A,1.38,A
USGS,2085000,4/27/08,43.1,A,9.39,A,15.4,A,1.98,A,1.33,A,1.46,A
USGS,2085000,4/28/08,698.0,A,32.6,A,252.0,A,5.99,A,1.83,A,3.35,A
USGS,2085000,4/29/08,588.0,A,158.0,A,323.0,A,5.38,A,3.06,A,3.97,A
USGS,2085000,4/30/08,158.0,A,75.1,A,108.0,A,3.06,A,2.34,A,2.65,A
USGS,2085000,5/1/08,75.1,A,44.0,A,57.3,A,2.34,A,1.99,A,2.15,A
USGS,2085000,5/2/08,44.0,A,28.7,A,35.3,A,1.99,A,1.76,A,1.87,A
USGS,2085000,5/3/08,28.7,A,20.6,A,25.0,A,1.76,A,1.62,A,1.7,A
USGS,2085000,5/4/08,20.6,A,17.0,A,19.0,A,1.62,A,1.53,A,1.58,A
USGS,2085000,5/5/08,17.0,A,12.4,A,14.9,A,1.53,A,1.43,A,1.49,A
USGS,2085000,5/6/08,14.1,A,12.0,A,13.4,A,1.47,A,1.42,A,1.45,A
USGS,2085000,5/7/08,12.0,A,9.39,A,10.7,A,1.42,A,1.33,A,1.38,A
USGS,2085000,5/8/08,13.7,A,8.85,A,9.92,A,1.46,A,1.31,A,1.35,A
USGS,2085000,5/9/08,14.6,A,10.8,A,11.8,A,1.48,A,1.38,A,1.41,A
USGS,2085000,5/10/08,11.6,A,10.2,A,11.1,A,1.41,A,1.36,A,1.39,A
USGS,2085000,5/11/08,82.5,A,9.66,A,22.6,A,2.42,A,1.34,A,1.58,A
USGS,2085000,5/12/08,46.7,A,23.6,A,36.3,A,2.03,A,1.67,A,1.88,A
USGS,2085000,5/13/08,23.6,A,14.1,A,18.4,A,1.67,A,1.47,A,1.56,A
USGS,2085000,5/14/08,14.1,A,10.5,A,11.8,A,1.47,A,1.37,A,1.41,A
USGS,2085000,5/15/08,10.8,A,9.12,A,9.93,A,1.38,A,1.32,A,1.35,A
USGS,2085000,5/16/08,36.3,A,10.8,A,22.8,A,1.89,A,1.38,A,1.65,A
USGS,2085000,5/17/08,29.4,A,15.1,A,24.1,A,1.78,A,1.49,A,1.68,A
USGS,2085000,5/18/08,17.5,A,9.94,A,13.2,A,1.55,A,1.35,A,1.44,A
USGS,2085000,5/19/08,23.0,A,15.5,A,19.5,A,1.66,A,1.5,A,1.59,A
USGS,2085000,5/20/08,36.3,A,10.8,A,18.5,A,1.89,A,1.38,A,1.55,A
USGS,2085000,5/21/08,44.9,A,24.2,A,34.5,A,2.0,A,1.68,A,1.85,A
USGS,2085000,5/22/08,26.2,A,14.1,A,19.6,A,1.72,A,1.47,A,1.59,A
USGS,2085000,5/23/08,14.1,A,9.94,A,11.8,A,1.47,A,1.35,A,1.41,A
USGS,2085000,5/24/08,9.94,A,7.83,A,8.71,A,1.35,A,1.27,A,1.3,A
USGS,2085000,5/25/08,8.33,A,6.86,A,7.34,A,1.29,A,1.23,A,1.25,A
USGS,2085000,5/26/08,7.1,A,5.12,A,6.11,A,1.24,A,1.15,A,1.2,A
USGS,2085000,5/27/08,6.18,A,3.62,A,4.49,A,1.2,A,1.07,A,1.12,A
USGS,2085000,5/28/08,15.5,A,6.18,A,10.4,A,1.5,A,1.2,A,1.35,A
USGS,2085000,5/29/08,16.0,A,11.0,A,13.9,A,1.51,A,1.39,A,1.46,A
USGS,2085000,5/30/08,11.0,A,7.34,A,9.29,A,1.39,A,1.25,A,1.33,A
USGS,2085000,5/31/08,7.34,A,6.18,A,6.63,A,1.25,A,1.2,A,1.22,A
USGS,2085000,6/1/08,62.8,A,4.72,A,11.2,A,2.21,A,1.13,A,1.3,A
USGS,2085000,6/2/08,19.5,A,8.85,A,10.5,A,1.59,A,1.31,A,1.36,A
USGS,2085000,6/3/08,8.85,A,5.96,A,6.57,A,1.31,A,1.19,A,1.22,A
USGS,2085000,6/4/08,6.18,A,4.34,A,4.8,A,1.2,A,1.11,A,1.13,A
USGS,2085000,6/5/08,4.53,A,3.45,A,3.77,A,1.12,A,1.06,A,1.08,A
USGS,2085000,6/6/08,3.45,A,2.52,A,2.9,A,1.06,A,1.0,A,1.03,A
USGS,2085000,6/7/08,3.97,A,2.97,A,3.64,A,1.09,A,1.03,A,1.07,A
USGS,2085000,6/8/08,3.45,A,2.66,A,3.03,A,1.06,A,1.01,A,1.03,A
USGS,2085000,6/9/08,3.45,A,2.38,A,2.66,A,1.06,A,0.99,A,1.01,A
USGS,2085000,6/10/08,2.52,A,1.98,A,2.2,A,1.0,A,0.96,A,0.98,A
USGS,2085000,6/11/08,3.79,A,2.11,A,2.58,A,1.08,A,0.97,A,1.0,A
USGS,2085000,6/12/08,5.53,A,2.97,A,3.95,A,1.17,A,1.03,A,1.09,A
USGS,2085000,6/13/08,5.32,A,4.34,A,4.52,A,1.16,A,1.11,A,1.12,A
USGS,2085000,6/14/08,8.33,A,3.97,A,5.95,A,1.29,A,1.09,A,1.19,A
USGS,2085000,6/15/08,7.34,A,5.96,A,6.49,A,1.25,A,1.19,A,1.21,A
USGS,2085000,6/16/08,7.34,A,5.96,A,6.48,A,1.25,A,1.19,A,1.21,A
USGS,2085000,6/17/08,9.66,A,4.15,A,5.89,A,1.34,A,1.1,A,1.18,A
USGS,2085000,6/18/08,4.15,A,3.29,A,3.49,A,1.1,A,1.05,A,1.06,A
USGS,2085000,6/19/08,3.45,A,3.13,A,3.29,A,1.06,A,1.04,A,1.05,A
USGS,2085000,6/20/08,3.79,A,3.13,A,3.46,A,1.08,A,1.04,A,1.06,A
USGS,2085000,6/21/08,3.79,A,2.52,A,3.1,A,1.08,A,1.0,A,1.04,A
USGS,2085000,6/22/08,275.0,A,2.24,A,38.4,A,3.72,A,0.98,A,1.51,A
USGS,2085000,6/23/08,106.0,A,16.5,A,49.5,A,2.64,A,1.5,A,1.99,A
USGS,2085000,6/24/08,16.5,A,6.4,A,9.72,A,1.5,A,1.19,A,1.31,A
USGS,2085000,6/25/08,6.4,A,3.62,A,4.46,A,1.19,A,1.05,A,1.1,A
USGS,2085000,6/26/08,5.32,A,3.97,A,4.58,A,1.14,A,1.07,A,1.1,A
USGS,2085000,6/27/08,4.72,A,3.62,A,4.02,A,1.11,A,1.05,A,1.07,A
USGS,2085000,6/28/08,4.15,A,3.29,A,3.5,A,1.08,A,1.03,A,1.04,A
USGS,2085000,6/29/08,11.0,A,3.29,A,4.13,A,1.37,A,1.03,A,1.07,A
USGS,2085000,6/30/08,79.3,A,6.63,A,53.6,A,2.37,A,1.2,A,2.07,A
USGS,2085000,7/1/08,30.0,A,7.58,A,14.6,A,1.77,A,1.24,A,1.44,A
USGS,2085000,7/2/08,7.58,A,3.62,A,6.22,A,1.24,A,1.05,A,1.18,A
USGS,2085000,7/3/08,3.62,A,2.24,A,2.64,A,1.05,A,0.96,A,0.99,A
USGS,2085000,7/4/08,18.0,A,1.85,A,3.02,A,1.54,A,0.93,A,0.99,A
USGS,2085000,7/5/08,181.0,A,6.4,A,23.1,A,3.2,A,1.19,A,1.49,A
USGS,2085000,7/6/08,161.0,A,32.0,A,54.4,A,3.08,A,1.8,A,2.08,A
USGS,2085000,7/7/08,32.0,A,12.0,A,18.3,A,1.8,A,1.4,A,1.54,A
USGS,2085000,7/8/08,12.0,A,6.63,A,8.69,A,1.4,A,1.2,A,1.28,A
USGS,2085000,7/9/08,8.08,A,3.45,A,5.09,A,1.26,A,1.04,A,1.13,A
USGS,2085000,7/10/08,7.34,A,5.74,A,6.47,A,1.23,A,1.16,A,1.19,A
USGS,2085000,7/11/08,7.1,A,4.92,A,5.65,A,1.22,A,1.12,A,1.16,A
USGS,2085000,7/12/08,5.12,A,3.97,A,4.29,A,1.13,A,1.07,A,1.09,A
USGS,2085000,7/13/08,5.53,A,4.34,A,4.91,A,1.15,A,1.09,A,1.12,A
USGS,2085000,7/14/08,8.33,A,4.72,A,5.99,A,1.27,A,1.11,A,1.17,A
USGS,2085000,7/15/08,6.4,A,3.62,A,4.7,A,1.19,A,1.05,A,1.11,A
USGS,2085000,7/16/08,3.62,A,2.11,A,2.65,A,1.05,A,0.95,A,0.99,A
USGS,2085000,7/17/08,2.24,A,1.73,A,1.99,A,0.96,A,0.92,A,0.94,A
USGS,2085000,7/18/08,2.52,A,1.98,A,2.27,A,0.98,A,0.94,A,0.96,A
USGS,2085000,7/19/08,5.74,A,2.52,A,3.22,A,1.16,A,0.98,A,1.02,A
USGS,2085000,7/20/08,4.92,A,3.29,A,3.61,A,1.12,A,1.03,A,1.05,A
USGS,2085000,7/21/08,3.45,A,2.81,A,3.14,A,1.04,A,1.0,A,1.02,A
USGS,2085000,7/22/08,3.29,A,2.66,A,2.9,A,1.03,A,0.99,A,1.01,A
USGS,2085000,7/23/08,8.33,A,2.11,A,2.76,A,1.27,A,0.95,A,0.99,A
USGS,2085000,7/24/08,6.63,A,3.29,A,3.68,A,1.2,A,1.03,A,1.05,A
USGS,2085000,7/25/08,3.97,A,2.97,A,3.22,A,1.07,A,1.01,A,1.03,A
USGS,2085000,7/26/08,5.96,A,3.62,A,4.25,A,1.17,A,1.05,A,1.08,A
USGS,2085000,7/27/08,5.74,A,3.62,A,4.19,A,1.16,A,1.05,A,1.08,A
USGS,2085000,7/28/08,4.53,A,3.29,A,3.82,A,1.1,A,1.03,A,1.06,A
USGS,2085000,7/29/08,3.29,A,2.97,A,3.03,A,1.03,A,1.01,A,1.01,A
USGS,2085000,7/30/08,4.15,A,3.13,A,3.68,A,1.08,A,1.02,A,1.05,A
USGS,2085000,7/31/08,3.62,A,3.29,A,3.45,A,1.05,A,1.03,A,1.04,A
USGS,2085000,8/1/08,4.53,A,3.45,A,3.84,A,1.1,A,1.04,A,1.06,A
USGS,2085000,8/2/08,5.74,A,3.29,A,4.04,A,1.16,A,1.03,A,1.07,A
USGS,2085000,8/3/08,5.96,A,4.92,A,5.32,A,1.17,A,1.12,A,1.14,A
USGS,2085000,8/4/08,5.74,A,3.62,A,4.46,A,1.16,A,1.05,A,1.1,A
USGS,2085000,8/5/08,3.62,A,2.66,A,3.08,A,1.05,A,0.99,A,1.02,A
USGS,2085000,8/6/08,3.29,A,2.66,A,2.94,A,1.03,A,0.99,A,1.01,A
USGS,2085000,8/7/08,3.45,A,2.66,A,3.15,A,1.04,A,0.99,A,1.02,A
USGS,2085000,8/8/08,3.97,A,2.97,A,3.5,A,1.07,A,1.01,A,1.04,A
USGS,2085000,8/9/08,4.34,A,3.29,A,3.62,A,1.09,A,1.03,A,1.05,A
USGS,2085000,8/10/08,10.5,A,3.62,A,5.06,A,1.35,A,1.05,A,1.12,A
USGS,2085000,8/11/08,5.53,A,2.97,A,4.01,A,1.15,A,1.01,A,1.07,A
USGS,2085000,8/12/08,3.45,A,2.97,A,3.19,A,1.04,A,1.01,A,1.02,A
USGS,2085000,8/13/08,3.29,A,2.38,A,2.66,A,1.03,A,0.97,A,0.99,A
USGS,2085000,8/14/08,2.97,A,2.38,A,2.66,A,1.01,A,0.97,A,0.99,A
USGS,2085000,8/15/08,3.13,A,2.66,A,2.76,A,1.02,A,0.99,A,1.0,A
USGS,2085000,8/16/08,3.13,A,2.66,A,2.93,A,1.02,A,0.99,A,1.01,A
USGS,2085000,8/17/08,3.62,A,2.52,A,2.8,A,1.05,A,0.98,A,1.0,A
USGS,2085000,8/18/08,3.62,A,1.85,A,2.58,A,1.05,A,0.93,A,0.98,A
USGS,2085000,8/19/08,1.98,A,1.5,A,1.71,A,0.94,A,0.9,A,0.92,A
USGS,2085000,8/20/08,18.5,A,1.39,A,2.8,A,1.55,A,0.89,A,0.96,A
USGS,2085000,8/21/08,20.6,A,4.34,A,6.29,A,1.59,A,1.09,A,1.17,A
USGS,2085000,8/22/08,4.53,A,2.11,A,2.86,A,1.1,A,0.95,A,1.0,A
USGS,2085000,8/23/08,2.38,A,1.85,A,2.06,A,0.97,A,0.93,A,0.95,A
USGS,2085000,8/24/08,1.85,A,1.5,A,1.65,A,0.93,A,0.9,A,0.91,A
USGS,2085000,8/25/08,1.5,A,1.39,A,1.43,A,0.9,A,0.89,A,0.89,A
USGS,2085000,8/26/08,3.97,A,1.28,A,1.88,A,1.07,A,0.88,A,0.93,A
USGS,2085000,8/27/08,608.0,A,2.11,A,171.0,A,5.49,A,0.95,A,2.72,A
USGS,2085000,8/28/08,633.0,A,38.0,A,199.0,A,5.63,A,1.91,A,3.09,A
USGS,2085000,8/29/08,38.0,A,13.3,A,23.1,A,1.91,A,1.47,A,1.67,A
USGS,2085000,8/30/08,13.3,A,8.08,A,9.84,A,1.47,A,1.32,A,1.38,A
USGS,2085000,8/31/08,8.85,A,6.86,A,7.55,A,1.35,A,1.27,A,1.3,A
USGS,2085000,9/1/08,25.5,A,8.08,A,15.9,A,1.74,A,1.32,A,1.54,A
USGS,2085000,9/2/08,9.94,A,5.53,A,7.05,A,1.39,A,1.21,A,1.28,A
USGS,2085000,9/3/08,5.96,A,3.79,A,4.56,A,1.23,A,1.12,A,1.16,A
USGS,2085000,9/4/08,4.53,A,3.29,A,3.73,A,1.16,A,1.09,A,1.12,A
USGS,2085000,9/5/08,4.34,A,3.45,A,3.88,A,1.15,A,1.1,A,1.12,A
USGS,2085000,9/6/08,4530.0,A,4.15,A,1900.0,A,16.57,A,1.14,A,9.97,A
USGS,2085000,9/7/08,778.0,A,187.0,A,371.0,A,6.49,A,3.24,A,4.23,A
USGS,2085000,9/8/08,187.0,A,56.5,A,109.0,A,3.24,A,2.13,A,2.64,A
USGS,2085000,9/9/08,56.5,A,25.5,A,39.3,A,2.13,A,1.7,A,1.91,A
USGS,2085000,9/10/08,26.2,A,19.5,A,22.4,A,1.71,A,1.58,A,1.64,A
USGS,2085000,9/11/08,28.7,A,20.1,A,26.5,A,1.75,A,1.59,A,1.71,A
USGS,2085000,9/12/08,25.5,A,16.5,A,21.7,A,1.7,A,1.51,A,1.62,A
USGS,2085000,9/13/08,18.0,A,12.0,A,15.1,A,1.55,A,1.41,A,1.48,A
USGS,2085000,9/14/08,12.0,A,8.59,A,10.1,A,1.41,A,1.29,A,1.35,A
USGS,2085000,9/15/08,8.59,A,5.12,A,7.07,A,1.29,A,1.14,A,1.23,A
USGS,2085000,9/16/08,52.5,A,4.72,A,24.0,A,2.09,A,1.12,A,1.57,A
USGS,2085000,9/17/08,60.6,A,28.1,A,43.8,A,2.18,A,1.74,A,1.97,A
USGS,2085000,9/18/08,28.1,A,14.6,A,20.7,A,1.74,A,1.47,A,1.6,A
USGS,2085000,9/19/08,14.6,A,8.59,A,11.4,A,1.47,A,1.29,A,1.38,A
USGS,2085000,9/20/08,8.59,A,6.4,A,7.63,A,1.29,A,1.2,A,1.25,A
USGS,2085000,9/21/08,6.63,A,5.74,A,6.2,A,1.21,A,1.17,A,1.19,A
USGS,2085000,9/22/08,5.96,A,3.45,A,4.44,A,1.18,A,1.05,A,1.1,A
USGS,2085000,9/23/08,3.79,A,2.97,A,3.25,A,1.07,A,1.02,A,1.04,A
USGS,2085000,9/24/08,3.79,A,3.13,A,3.32,A,1.07,A,1.03,A,1.04,A
USGS,2085000,9/25/08,3.29,A,2.66,A,2.9,A,1.04,A,1.0,A,1.02,A
USGS,2085000,9/26/08,212.0,A,2.81,A,125.0,A,3.38,A,1.01,A,2.63,A
USGS,2085000,9/27/08,119.0,A,60.6,A,85.0,A,2.76,A,2.18,A,2.43,A
USGS,2085000,9/28/08,60.6,A,30.7,A,44.6,A,2.18,A,1.79,A,1.99,A
USGS,2085000,9/29/08,30.7,A,16.5,A,22.7,A,1.79,A,1.51,A,1.64,A
USGS,2085000,9/30/08,16.5,A,10.5,A,13.3,A,1.51,A,1.36,A,1.44,A
USGS,2085000,10/1/08,45.8,A,12.0,A,33.2,A,2.01,A,1.41,A,1.81,A
USGS,2085000,10/2/08,33.3,A,17.0,A,24.9,A,1.83,A,1.52,A,1.68,A
USGS,2085000,10/3/08,17.0,A,10.5,A,13.3,A,1.52,A,1.36,A,1.44,A
USGS,2085000,10/4/08,10.5,A,7.58,A,8.9,A,1.36,A,1.25,A,1.3,A
USGS,2085000,10/5/08,7.83,A,5.74,A,6.64,A,1.26,A,1.17,A,1.21,A
USGS,2085000,10/6/08,6.18,A,3.29,A,4.56,A,1.19,A,1.04,A,1.11,A
USGS,2085000,10/7/08,4.53,A,3.13,A,3.95,A,1.11,A,1.03,A,1.08,A
USGS,2085000,10/8/08,4.15,A,3.29,A,3.74,A,1.09,A,1.04,A,1.07,A
USGS,2085000,10/9/08,3.79,A,3.29,A,3.57,A,1.07,A,1.04,A,1.06,A
USGS,2085000,10/10/08,4.15,A,3.29,A,3.74,A,1.09,A,1.04,A,1.07,A
USGS,2085000,10/11/08,5.53,A,3.13,A,4.1,A,1.16,A,1.03,A,1.09,A
USGS,2085000,10/12/08,4.92,A,3.62,A,4.2,A,1.13,A,1.06,A,1.09,A
USGS,2085000,10/13/08,4.15,A,3.13,A,3.58,A,1.09,A,1.03,A,1.06,A
USGS,2085000,10/14/08,4.15,A,2.81,A,3.47,A,1.09,A,1.01,A,1.05,A
USGS,2085000,11/15/08,71.8,A,20.1,A,36.9,A,2.25,A,1.49,A,1.8,A
USGS,2085000,11/16/08,32.6,A,18.5,A,26.6,A,1.74,A,1.46,A,1.62,A
USGS,2085000,11/17/08,18.5,A,9.66,A,14.2,A,1.46,A,1.24,A,1.37,A
USGS,2085000,11/18/08,10.5,A,7.34,A,9.47,A,1.27,A,1.15,A,1.23,A
USGS,2085000,11/19/08,8.85,A,6.4,A,7.8,A,1.21,A,1.11,A,1.17,A
USGS,2085000,11/20/08,7.1,A,5.32,A,6.42,A,1.14,A,1.06,A,1.11,A
USGS,2085000,11/21/08,6.4,A,4.53,A,5.65,A,1.11,A,1.02,A,1.07,A
USGS,2085000,11/22/08,6.18,A,4.72,A,5.41,A,1.1,A,1.03,A,1.06,A
USGS,2085000,11/23/08,6.18,A,5.53,A,5.79,A,1.1,A,1.07,A,1.08,A
USGS,2085000,11/24/08,6.18,A,5.12,A,5.37,A,1.1,A,1.05,A,1.06,A
USGS,2085000,11/25/08,7.34,A,5.53,A,6.33,A,1.15,A,1.07,A,1.11,A
USGS,2085000,11/26/08,7.34,A,5.12,A,6.24,A,1.15,A,1.05,A,1.1,A
USGS,2085000,11/27/08,6.63,A,5.74,A,6.25,A,1.12,A,1.08,A,1.1,A
USGS,2085000,11/28/08,6.86,A,5.96,A,6.33,A,1.13,A,1.09,A,1.11,A
USGS,2085000,11/29/08,9.12,A,6.63,A,8.05,A,1.22,A,1.12,A,1.18,A
USGS,2085000,11/30/08,203.0,A,8.85,A,95.0,A,3.33,A,1.21,A,2.31,A
USGS,2085000,12/1/08,152.0,A,70.6,A,101.0,A,3.02,A,2.23,A,2.55,A
USGS,2085000,12/2/08,70.6,A,39.6,A,53.4,A,2.23,A,1.85,A,2.03,A
USGS,2085000,12/3/08,39.6,A,26.8,A,33.0,A,1.85,A,1.63,A,1.74,A
USGS,2085000,12/4/08,26.8,A,20.6,A,24.2,A,1.63,A,1.5,A,1.57,A
USGS,2085000,12/5/08,21.2,A,17.0,A,19.3,A,1.51,A,1.43,A,1.47,A
USGS,2085000,12/6/08,17.0,A,14.6,A,15.3,A,1.43,A,1.38,A,1.39,A
USGS,2085000,12/7/08,15.1,A,12.0,A,13.9,A,1.39,A,1.32,A,1.36,A
USGS,2085000,12/8/08,13.3,A,9.66,A,11.5,A,1.35,A,1.24,A,1.3,A
USGS,2085000,12/9/08,11.3,A,9.12,A,9.84,A,1.3,A,1.22,A,1.25,A
USGS,2085000,12/10/08,11.6,A,8.85,A,10.0,A,1.31,A,1.21,A,1.25,A
USGS,2085000,12/11/08,1090.0,A,11.6,A,395.0,A,8.41,A,1.31,A,4.08,A
USGS,2085000,12/12/08,949.0,A,239.0,A,548.0,A,7.56,A,3.52,A,5.19,A
USGS,2085000,12/13/08,239.0,A,98.5,A,145.0,A,3.52,A,2.54,A,2.93,A
USGS,2085000,12/14/08,98.5,A,62.8,A,78.1,A,2.54,A,2.15,A,2.32,A
USGS,2085000,12/15/08,62.8,A,45.8,A,53.9,A,2.15,A,1.94,A,2.04,A
USGS,2085000,12/16/08,46.7,A,39.6,A,43.0,A,1.95,A,1.85,A,1.9,A
USGS,2085000,12/17/08,42.2,A,38.8,A,40.2,A,1.88,A,1.83,A,1.86,A
